caseid,activity,activity_no,y_acc_sum,n_t,u_t,z_t,h_t,b_t,q_t,s_t,v_t,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,d,1,1.9825461770867463,1.4943739277120185,1.9825461770867463,1.4943739277120185,0.04100000113248825,0.14474685559516362,1.6801207844396704,0.0,0.4881722493747278,2022-12-24 11:51:53,2022-12-24 16:19:22,2022-12-24 23:34:51,Saturday,16
1,c,1,2.633853231515863,2.629547846800289,2.633853231515863,2.629547846800289,0.12300000339746475,0.11077856168012064,2.8633264118778743,0.0,0.004305384715574216,2022-12-25 15:06:32,2022-12-25 20:43:11,2022-12-25 15:12:44,Sunday,20
1,b,2,5.715006868464474,2.633853231515863,3.0811536369486117,2.629547846800289,0.04100000113248825,0.12489490857156708,2.7997481412199186,0.0,0.44730040543274857,2022-12-25 15:12:44,2022-12-25 19:11:38,2022-12-26 01:56:51,Sunday,19
2,b,1,4.707646066461731,3.900608956843611,4.707646066461731,3.900608956843611,0.04100000113248825,0.03032548672053166,3.971934444696631,0.0,0.8070371096181193,2022-12-26 21:36:52,2022-12-26 23:19:35,2022-12-27 16:59:00,Monday,23
2,d,2,10.01268861786469,4.707646066461731,5.305042551402959,3.900608956843611,0.04100000113248825,0.004406696145412458,4.753052763739632,0.0,0.5973964849412279,2022-12-27 16:59:00,2022-12-27 18:04:23,2022-12-28 07:19:15,Tuesday,18
2,c,3,17.631837843108666,5.305042551402959,7.619149225243977,3.900608956843611,0.0820000022649765,0.033150288360759506,5.420192842028695,2.079807157971305,0.23429951586971354,2022-12-28 07:19:15,2022-12-30 12:00:00,2022-12-30 14:51:34,Friday,12
2,f,4,29.935446836517762,7.619149225243977,12.303608993409096,3.900608956843611,0.0820000022649765,0.03197476526289211,0.733123992771846,0.0,4.684459768165118,2022-12-30 14:51:34,2022-12-23 17:35:41,2023-01-04 07:17:11,Friday,17
2,f,5,44.57395278811546,12.303608993409096,14.638505951597699,3.900608956843611,0.0820000022649765,0.022203917260696173,5.407812912934769,2.0921870870652306,0.24270987112337175,2023-01-04 07:17:11,2022-12-30 12:00:00,2023-01-06 15:19:26,Friday,12
2,e,6,59.23017576514198,14.638505951597699,14.656222977026513,3.900608956843611,0.0820000022649765,0.004119030417954524,0.7246249842806289,0.0,0.017717025428814384,2023-01-06 15:19:26,2022-12-23 17:23:27,2023-01-06 15:44:57,Friday,17
2,f,7,75.10481965897712,14.656222977026513,15.874643893835138,3.900608956843611,0.0,0.07485660909603431,0.7310795861225472,0.0,1.2184209168086257,2023-01-06 15:44:57,2022-12-23 17:32:45,2023-01-07 20:59:29,Friday,17
2,f,8,91.45112494658309,15.874643893835138,16.346305287605972,3.900608956843611,0.0820000022649765,0.08051285682038141,2.0371567529204953,0.46284324707950475,0.008818146691328492,2023-01-07 20:59:29,2022-12-25 12:00:00,2023-01-08 08:18:40,Sunday,12
2,d,9,108.06981488142469,16.346305287605972,16.618689934841605,3.900608956843611,0.04100000113248825,0.044874166631814184,2.4321794553702745,0.06782054462972553,0.20456410260590752,2023-01-08 08:18:40,2022-12-25 12:00:00,2023-01-08 14:50:54,Sunday,12
3,b,1,5.106268733889206,4.655903856185759,5.106268733889206,4.655903856185759,0.04100000113248825,0.05620833456320439,4.753112191881452,0.0,0.4503648777034472,2022-12-27 15:44:30,2022-12-27 18:04:28,2022-12-28 02:33:01,Tuesday,18
4,b,1,9.38174957171024,9.109315400488601,9.38174957171024,9.109315400488601,0.0820000022649765,0.2574020737686569,2.4487174765222353,0.05128252347776474,0.22115164774387266,2023-01-01 02:37:24,2022-12-25 12:00:00,2023-01-01 09:09:43,Sunday,12
4,f,2,18.8589793129129,9.38174957171024,9.477229741202661,9.109315400488601,0.0820000022649765,0.07609627298428889,2.539845846959505,0.0,0.09548016949242293,2023-01-01 09:09:43,2022-12-25 12:57:22,2023-01-01 11:27:12,Sunday,12
4,b,3,28.60051287477987,9.477229741202661,9.74153356186697,9.109315400488601,0.04100000113248825,0.09050955799266103,2.6087393003278105,0.0,0.2643038206643081,2023-01-01 11:27:12,2022-12-25 14:36:35,2023-01-01 17:47:48,Sunday,14
4,d,4,38.37932978053191,9.74153356186697,9.77881690575204,9.109315400488601,0.04100000113248825,0.10300478292419617,2.8855383459236545,0.0,0.03728334388507067,2023-01-01 17:47:48,2022-12-25 21:15:10,2023-01-01 18:41:29,Sunday,21
4,c,5,48.19304337741609,9.77881690575204,9.813713596884178,9.109315400488601,0.04100000113248825,0.008638605837814931,2.8284555127223427,0.0,0.03489669113213813,2023-01-01 18:41:29,2022-12-25 19:52:58,2023-01-01 19:31:44,Sunday,19
4,c,6,58.48138780692763,9.813713596884178,10.288344429511536,9.109315400488601,0.04100000113248825,0.18272182819757396,3.0374354262142393,0.46256457378576066,0.01206625884159743,2023-01-01 19:31:44,2022-12-26 12:00:00,2023-01-02 06:55:12,Monday,12
5,b,1,11.028161777372198,9.752716926915724,11.028161777372198,9.752716926915724,0.0820000022649765,0.06727584307630828,2.9019927722570085,0.0,1.275444850456473,2023-01-01 18:03:54,2022-12-25 21:38:52,2023-01-03 00:40:33,Sunday,21
5,e,2,22.634125946458212,11.028161777372198,11.605964169086016,9.752716926915724,0.04100000113248825,0.14857032362371683,4.217732102128403,0.2822678978715967,0.29553449384222175,2023-01-03 00:40:33,2022-12-27 12:00:00,2023-01-03 14:32:35,Tuesday,12
5,f,3,34.92605283664095,11.605964169086016,12.291926890182737,9.752716926915724,0.0820000022649765,0.052670756501731635,4.7406349278527244,0.0,0.6859627210967206,2023-01-03 14:32:35,2022-12-27 17:46:30,2023-01-04 07:00:22,Tuesday,17
5,f,4,51.293072310200934,12.291926890182737,16.367019473559985,9.752716926915724,0.0820000022649765,0.021501062831701837,5.395427955279414,2.1045720447205856,1.9705205386566638,2023-01-04 07:00:22,2022-12-30 12:00:00,2023-01-08 08:48:30,Friday,12
5,d,5,67.76304149570842,16.367019473559985,16.46996918550748,9.752716926915724,0.04100000113248825,0.0009240079428868905,2.4089434826353617,0.09105651736463827,0.011893194582855609,2023-01-08 08:48:30,2022-12-25 12:00:00,2023-01-08 11:16:45,Sunday,12
5,f,6,84.27495377357496,16.46996918550748,16.511912277866536,9.752716926915724,0.0,0.07988682946077455,2.549856014968256,0.0,0.041943092359054635,2023-01-08 11:16:45,2022-12-25 13:11:47,2023-01-08 12:17:09,Sunday,13
6,b,1,16.689349315793354,15.14480514825318,16.689349315793354,15.14480514825318,0.04100000113248825,0.02268748942892851,1.2084926388145973,0.29150736118540266,1.2530368063547708,2023-01-07 03:28:31,2022-12-24 12:00:00,2023-01-08 16:32:39,Saturday,12
6,b,2,34.92456846242986,16.689349315793354,18.23521914663651,15.14480514825318,0.04100000113248825,0.19937814057768083,2.9297274575035246,0.0,1.545869830843157,2023-01-08 16:32:39,2022-12-25 22:18:48,2023-01-10 05:38:42,Sunday,22
6,d,3,53.31306352191359,18.23521914663651,18.388495059483727,15.14480514825318,0.0820000022649765,0.10692657407053488,4.424145722972021,0.07585427702797887,0.07742163581923783,2023-01-10 05:38:42,2022-12-27 12:00:00,2023-01-10 09:19:25,Tuesday,12
6,c,4,71.7582658276146,18.388495059483727,18.445202305701006,15.14480514825318,0.0820000022649765,0.021111606529659505,4.4916066682783615,0.008393331721638475,0.048313914495641014,2023-01-10 09:19:25,2022-12-27 12:00:00,2023-01-10 10:41:05,Tuesday,12
6,b,5,90.23220663880242,18.445202305701006,18.473940811187827,15.14480514825318,0.04100000113248825,0.05378449624720577,4.539986803080701,0.0,0.02873850548682006,2023-01-10 10:41:05,2022-12-27 12:57:34,2023-01-10 11:22:28,Tuesday,12
6,c,6,108.74124971119177,18.473940811187827,18.509043072389343,15.14480514825318,0.0820000022649765,0.3557592159534799,4.911700029406283,0.0,0.03510226120151598,2023-01-10 11:22:28,2022-12-27 21:52:50,2023-01-10 12:13:01,Tuesday,21
6,b,7,127.28914933435152,18.509043072389343,18.547899623159758,15.14480514825318,0.04100000113248825,0.04269323959461337,4.592736313116443,0.0,0.03885655077041355,2023-01-10 12:13:01,2022-12-27 14:13:32,2023-01-10 13:08:58,Tuesday,14
7,d,1,16.44089952058594,16.208003203407987,16.44089952058594,16.208003203407987,0.0820000022649765,0.014828471325352689,2.3048316769983153,0.19516832300168474,0.03772799417626729,2023-01-08 04:59:31,2022-12-25 12:00:00,2023-01-08 10:34:53,Sunday,12
7,b,2,32.94767408605611,16.44089952058594,16.506774565470174,16.208003203407987,0.12300000339746475,0.025903752696101182,2.5898032766795076,0.0,0.06587504488423189,2023-01-08 10:34:53,2022-12-25 14:09:19,2023-01-08 12:09:45,Sunday,14
7,f,3,49.67831246442925,16.506774565470174,16.730638378373136,16.208003203407987,0.04100000113248825,0.014104976977065876,2.561879543579728,0.0,0.22386381290296303,2023-01-08 12:09:45,2022-12-25 13:29:06,2023-01-08 17:32:07,Sunday,13
7,c,4,66.98326979387443,16.730638378373136,17.304957329445177,16.208003203407987,0.04100000113248825,0.24279849468221412,3.0144368741878402,0.48556312581215977,0.08875582525987905,2023-01-08 17:32:07,2022-12-26 12:00:00,2023-01-09 07:19:08,Monday,12
7,e,5,85.00729369649139,17.304957329445177,18.024023902616957,16.208003203407987,0.0820000022649765,0.06246910531370389,3.449426437023856,0.050573562976143904,0.6684930101956367,2023-01-09 07:19:08,2022-12-26 12:00:00,2023-01-10 00:34:35,Monday,12
7,e,6,103.70321654229426,18.024023902616957,18.69592284580287,16.208003203407987,0.0,0.0013600973510519588,4.02538399996801,0.47461600003198967,0.19728294315392414,2023-01-10 00:34:35,2022-12-27 12:00:00,2023-01-10 16:42:07,Tuesday,12
7,c,7,122.80404718012886,18.69592284580287,19.10083063783461,16.208003203407987,0.0,0.002720502762132053,4.698643348565,0.0,0.4049077920317389,2023-01-10 16:42:07,2022-12-27 16:46:02,2023-01-11 02:25:11,Tuesday,16
7,b,8,145.32994851868781,19.10083063783461,22.525901338558963,16.208003203407987,0.0,0.007644862659590219,5.1084755004941975,2.3915244995058025,1.0335462012185523,2023-01-11 02:25:11,2022-12-30 12:00:00,2023-01-14 12:37:17,Friday,12
7,b,9,168.3138049021044,22.525901338558963,22.9838563834166,16.208003203407987,0.04100000113248825,0.10398197405272372,1.6708833137441736,0.0,0.4579550448576378,2023-01-14 12:37:17,2022-12-24 16:06:04,2023-01-14 23:36:45,Saturday,16
8,b,1,17.39168892753995,16.971145505434208,17.39168892753995,16.971145505434208,0.12300000339746475,0.011615184301478749,3.1057606931331527,0.39423930686684727,0.026304115238892877,2023-01-08 23:18:26,2022-12-26 12:00:00,2023-01-09 09:24:01,Monday,12
8,d,2,35.297369346548635,17.39168892753995,17.905680419008682,16.971145505434208,0.04100000113248825,0.029153182181975365,3.4618421108544126,0.038157889145587376,0.47583360232314525,2023-01-09 09:24:01,2022-12-26 12:00:00,2023-01-09 21:44:10,Monday,12
