caseid,activity,activity_no,y_acc_sum,z_t,n_t,q_t,h_t,b_t,s_t,v_t,u_t,starttime,endtime,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,d,1,0,0.6916785932751505,0.6916785932751505,0.8325803600576188,0.04100000113248825,0.09990176564998007,0.0,1.5546051846439473,1.6955069514264156,0.8325803600576188,2.387185544701566,2023-01-02 10:36:01,2023-01-02 13:58:54,2023-01-04 03:17:32,Monday,13
0,k,2,0,0.6916785932751505,2.387185544701566,2.5914034754059267,0.12300000339746475,0.08121792730689568,0.0,0.4766227873548688,0.6808407180592293,2.5914034754059267,3.0680262627607955,2023-01-02 10:36:01,2023-01-04 08:11:37,2023-01-04 19:37:57,Wednesday,8
0,b,3,0,0.6916785932751505,3.0680262627607955,3.1957736193919173,0.04100000113248825,0.08674735549863341,0.3042263806080827,0.027762250689627732,0.45973598792883213,3.5,3.527762250689628,2023-01-02 10:36:01,2023-01-05 06:00:00,2023-01-05 06:39:58,Thursday,6
0,h,4,0,0.6916785932751505,3.527762250689628,3.8204463592298623,0.04100000113248825,0.25168410740774616,0.0,0.6916828875000718,0.9843669960403062,3.8204463592298623,4.512129246729934,2023-01-02 10:36:01,2023-01-05 13:41:26,2023-01-06 06:17:27,Thursday,13
0,j,5,0,0.6916785932751505,4.512129246729934,4.715334914619997,0.12300000339746475,0.080205664492598,0.0,0.09347420987855055,0.2966798777686133,4.715334914619997,4.808809124498548,2023-01-02 10:36:01,2023-01-06 11:10:04,2023-01-06 13:24:41,Friday,11
0,d,6,0,0.6916785932751505,4.808809124498548,5.217420972931172,0.04100000113248825,0.3676118473001358,2.282579027068828,0.2480247691109856,2.939215644612438,7.5,7.748024769110986,2023-01-02 10:36:01,2023-01-09 06:00:00,2023-01-09 11:57:09,Monday,6
0,d,7,0,0.6916785932751505,7.748024769110986,1.12867082778474,0.0820000022649765,0.29864605640877867,0.3713291722152601,0.16119066223025305,0.9131658931192683,8.5,8.661190662230252,2023-01-02 10:36:01,2023-01-10 06:00:00,2023-01-10 09:52:06,Tuesday,6
0,f,8,0,0.6916785932751505,8.661190662230254,1.7696249960195267,0.0820000022649765,0.026434331524296764,0.0,0.9376819493298573,1.0461162831191306,8.769624996019527,9.707306945349384,2023-01-02 10:36:01,2023-01-10 12:28:15,2023-01-11 10:58:31,Tuesday,12
0,j,9,0,0.6916785932751505,9.707306945349385,2.7552490427760823,0.04100000113248825,0.006942096294207877,0.0,0.16294507053788088,0.21088716796457702,9.755249042776082,9.918194113313962,2023-01-02 10:36:01,2023-01-11 12:07:33,2023-01-11 16:02:11,Wednesday,12
0,f,10,0,0.6916785932751505,9.918194113313962,3.1131388842600174,0.04100000113248825,0.1539447698135661,0.3868611157399826,0.007485043171956368,0.5892909298579934,10.5,10.507485043171956,2023-01-02 10:36:01,2023-01-12 06:00:00,2023-01-12 06:10:46,Thursday,6
0,d,11,0,0.6916785932751505,10.507485043171956,3.530764921385705,0.0,0.023279878213748842,0.0,0.8627337721660768,0.8860136503798257,10.530764921385705,11.393498693551782,2023-01-02 10:36:01,2023-01-12 06:44:18,2023-01-13 03:26:38,Thursday,6
1,i,1,0,1.1447097879566117,1.1447097879566117,1.2752887312495558,0.04100000113248825,0.0895789421604558,0.22471126875044423,0.03220552003154927,0.38749573207493754,1.5,1.5322055200315492,2023-01-02 21:28:22,2023-01-03 06:00:00,2023-01-03 06:46:22,Tuesday,6
1,e,2,0,1.1447097879566117,1.5322055200315492,1.6862066528354076,0.12300000339746475,0.031001129406393657,0.0,1.0666127688938096,1.220613901697668,1.6862066528354076,2.7528194217292175,2023-01-02 21:28:22,2023-01-03 10:28:08,2023-01-04 12:04:03,Tuesday,10
1,i,3,0,1.1447097879566117,2.7528194217292175,2.848011472477598,0.0820000022649765,0.013192048483404193,0.0,0.32155736243333255,0.4167494131817132,2.848011472477598,3.1695688349109306,2023-01-02 21:28:22,2023-01-04 14:21:08,2023-01-04 22:04:10,Wednesday,14
1,g,4,0,1.1447097879566117,3.1695688349109306,3.3740656151780515,0.04100000113248825,0.16349677913463245,0.12593438482194852,0.13343085893152523,0.46386202402059445,3.5,3.633430858931525,2023-01-02 21:28:22,2023-01-05 06:00:00,2023-01-05 09:12:08,Thursday,6
1,j,5,0,1.1447097879566117,3.633430858931525,3.9701051597299384,0.0820000022649765,0.25467429853343654,0.0,0.5628965568922939,0.8995708576907069,3.9701051597299384,4.533001716622232,2023-01-02 21:28:22,2023-01-05 17:16:57,2023-01-06 06:47:31,Thursday,17
1,b,6,0,1.1447097879566117,4.533001716622232,4.701113190714441,0.0820000022649765,0.0861114718272319,0.0,1.4382617169321366,1.6063731910243448,4.701113190714441,6.139374907646578,2023-01-02 21:28:22,2023-01-06 10:49:36,2023-01-07 21:20:41,Friday,10
1,k,7,0,1.1447097879566117,6.139374907646577,6.284028102792905,0.04100000113248825,0.10365319401383999,1.215971897207095,0.32156846329074185,1.6821935556441652,7.5,7.821568463290742,2023-01-02 21:28:22,2023-01-09 06:00:00,2023-01-09 13:43:03,Monday,6
1,g,8,0,1.1447097879566117,7.821568463290742,0.8620260480414279,0.0,0.04045758475068588,0.0,0.12689895045114524,0.16735653520183114,7.862026048041428,7.988924998492573,2023-01-02 21:28:22,2023-01-09 14:41:19,2023-01-09 17:44:03,Monday,14
1,f,9,0,1.1447097879566117,7.988924998492573,1.206049816645553,0.12300000339746475,0.0941248147555154,0.2939501833544469,0.7621327659019899,1.2732077674094169,8.5,9.26213276590199,2023-01-02 21:28:22,2023-01-10 06:00:00,2023-01-11 00:17:28,Tuesday,6
1,b,10,0,1.1447097879566117,9.26213276590199,2.3603565674341613,0.0820000022649765,0.016223799267194566,0.13964343256583867,1.6373107104469093e-05,0.23788360720511423,9.5,9.500016373107105,2023-01-02 21:28:22,2023-01-11 06:00:00,2023-01-11 06:00:01,Wednesday,6
1,d,11,0,1.1447097879566117,9.500016373107105,2.605184652423114,0.04100000113248825,0.06416827818352173,0.0,0.7183077004606722,0.8234759797766822,9.605184652423114,10.323492352883786,2023-01-02 21:28:22,2023-01-11 08:31:27,2023-01-12 01:45:49,Wednesday,8
1,h,12,0,1.1447097879566117,10.323492352883786,3.478043361610192,0.0820000022649765,0.07255100646142927,0.021956638389807992,0.306477854601171,0.48298550171738475,10.5,10.806477854601171,2023-01-02 21:28:22,2023-01-12 06:00:00,2023-01-12 13:21:19,Thursday,6
1,e,13,0,1.1447097879566117,10.806477854601171,4.0467825473182195,0.0,0.24030469271704866,0.4532174526817805,0.23351231651614698,0.9270344619149762,11.5,11.733512316516148,2023-01-02 21:28:22,2023-01-13 06:00:00,2023-01-13 11:36:15,Friday,6
1,h,14,0,1.1447097879566117,11.733512316516148,4.7860285107984915,0.04100000113248825,0.011516193149856128,0.0,0.01804492481276788,0.07056111909511226,11.786028510798491,11.80407343561126,2023-01-02 21:28:22,2023-01-13 12:51:52,2023-01-13 13:17:51,Friday,12
1,i,15,0,1.1447097879566117,11.80407343561126,5.040950897026121,0.04100000113248825,0.19587746028237274,2.4590491029738786,0.19109856418259527,2.8870251285713344,14.5,14.691098564182596,2023-01-02 21:28:22,2023-01-16 06:00:00,2023-01-16 10:35:10,Monday,6
1,h,16,0,1.1447097879566117,14.691098564182594,0.820729289519754,0.04100000113248825,0.08863072420467086,0.0,0.7799992036696441,0.9096299290068033,14.820729289519754,15.600728493189399,2023-01-02 21:28:22,2023-01-16 13:41:51,2023-01-17 08:25:02,Monday,13
1,e,17,0,1.1447097879566117,15.600728493189397,1.6572156986324238,0.04100000113248825,0.015487204310537963,0.0,0.013842440198691843,0.07032964564171805,15.657215698632424,15.671058138831116,2023-01-02 21:28:22,2023-01-17 09:46:23,2023-01-17 10:06:19,Tuesday,9
1,g,18,0,1.1447097879566117,15.671058138831116,1.8560467434555505,0.0820000022649765,0.1029886023594586,0.0,0.2218496932080734,0.4068382978325085,15.85604674345555,16.077896436663625,2023-01-02 21:28:22,2023-01-17 14:32:42,2023-01-17 19:52:10,Tuesday,14
1,f,19,0,1.1447097879566117,16.077896436663625,2.132642002581761,0.04100000113248825,0.013745564785649433,0.3673579974182388,1.4962065530280853,1.9183101163644618,16.5,17.996206553028085,2023-01-02 21:28:22,2023-01-18 06:00:00,2023-01-19 17:54:32,Wednesday,6
1,d,20,0,1.1447097879566117,17.996206553028088,4.323258664860919,0.12300000339746475,0.20405210843536756,0.17674133513908075,0.21282176088343144,0.7166152078553445,18.5,18.712821760883433,2023-01-02 21:28:22,2023-01-20 06:00:00,2023-01-20 11:06:27,Friday,6
