caseid,activity,activity_no,y_acc_sum,n_t,u_t,z_t,h_t,b_t,q_t,s_t,v_t,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,d,1,2.597747882253386,1.7527571315553465,2.597747882253386,1.7527571315553465,0.0820000022649765,0.03165958880504047,1.8664167226253634,0.0,0.8449907506980396,2022-12-24 18:03:58,2022-12-24 20:47:38,2022-12-25 14:20:45,Saturday,20
0,d,2,6.029898403635288,2.597747882253386,3.432150521381902,1.7527571315553465,0.0820000022649765,0.14109946359683495,2.820847348115197,0.0,0.8344026391285162,2022-12-25 14:20:45,2022-12-25 19:42:01,2022-12-26 10:22:17,Sunday,19
0,j,3,11.772842557743399,3.432150521381902,5.742944154108111,1.7527571315553465,0.04100000113248825,0.16344579289967986,3.6365963154140704,0.0,2.310793632726209,2022-12-26 10:22:17,2022-12-26 15:16:41,2022-12-28 17:49:50,Monday,15
0,i,4,19.602302867446056,5.742944154108111,7.829460309702657,1.7527571315553465,0.12300000339746475,0.006258262715330454,5.872202420220906,1.6277975797790942,0.45871857581545245,2022-12-28 17:49:50,2022-12-30 12:00:00,2022-12-30 19:54:25,Friday,12
0,k,5,27.739061933570014,7.829460309702657,8.13675906612396,1.7527571315553465,0.0820000022649765,0.004598435351875892,0.9160587473195099,0.0,0.3072987564213021,2022-12-30 19:54:25,2022-12-23 21:59:07,2022-12-31 03:16:55,Friday,21
0,g,6,38.6634266080609,8.13675906612396,10.924364674490892,1.7527571315553465,0.12300000339746475,0.04143270606750065,1.301191775588924,0.19880822441107604,2.5887973839558573,2022-12-31 03:16:55,2022-12-24 12:00:00,2023-01-02 22:11:05,Saturday,12
0,e,7,51.642287875636924,10.924364674490892,12.978861267576022,1.7527571315553465,0.0,0.0854127527887705,4.009777427279662,0.490222572720338,1.5642740203647916,2023-01-02 22:11:05,2022-12-27 12:00:00,2023-01-04 23:29:33,Tuesday,12
0,b,8,65.99892252542297,12.978861267576022,14.356634649786047,1.7527571315553465,0.12300000339746475,0.12079629394997478,6.222657564923461,1.2773424350765392,0.10043094713348574,2023-01-04 23:29:33,2022-12-30 12:00:00,2023-01-06 08:33:33,Friday,12
0,e,9,80.92851475657264,14.356634649786047,14.92959223114967,1.7527571315553465,0.0820000022649765,0.012380439179235246,0.45101509123025885,0.04898490876974115,0.5239726725938811,2023-01-06 08:33:33,2022-12-23 12:00:00,2023-01-06 22:18:36,Friday,12
0,k,10,96.330314459837,14.92959223114967,15.40179970326436,1.7527571315553465,0.12300000339746475,0.043881980080052674,1.0964742146271877,0.40352578537281225,0.06868168674187795,2023-01-06 22:18:36,2022-12-24 12:00:00,2023-01-07 09:38:35,Saturday,12
