caseid,activity,activity_no,y_acc_sum,n_t,u_t,z_t,h_t,b_t,q_t,s_t,v_t,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,f,1,2.0540735817952736,0.019678149935788147,2.0540735817952736,0.019678149935788147,0.04100000113248825,0.017955487504344385,0.07863363857262079,0.4213663614273792,1.6130290704321062,2022-12-23 00:28:20,2022-12-23 12:00:00,2022-12-25 01:17:51,Friday,12
0,d,2,4.471941616881587,2.0540735817952736,2.417868035086313,0.019678149935788147,0.0820000022649765,0.026698909962805033,2.1627724940230553,0.33722750597694473,0.02656694731409438,2022-12-25 01:17:51,2022-12-25 12:00:00,2022-12-25 10:01:43,Sunday,12
0,d,3,6.906191647952625,2.417868035086313,2.434250031071038,0.019678149935788147,0.04100000113248825,0.33949724538909903,2.7983652816079,0.0,0.01638199598472517,2022-12-25 10:01:43,2022-12-25 19:09:38,2022-12-25 10:25:19,Sunday,19
0,c,4,9.375621224553761,2.434250031071038,2.469429576601136,0.019678149935788147,0.04100000113248825,0.10339183654777809,2.5786418687513044,0.0,0.035179545530097764,2022-12-25 10:25:19,2022-12-25 13:53:14,2022-12-25 11:15:58,Sunday,13
0,d,5,11.846339878555401,2.469429576601136,2.47071865400164,0.019678149935788147,0.0820000022649765,0.06210251047230967,2.613532089338422,0.0,0.0012890774005042728,2022-12-25 11:15:58,2022-12-25 14:43:29,2022-12-25 11:17:50,Sunday,14
0,c,6,15.39634135956894,2.47071865400164,3.5500014810135383,0.019678149935788147,0.0820000022649765,0.1572942980598407,2.7100129543264573,0.0,1.0792828270118984,2022-12-25 11:17:50,2022-12-25 17:02:25,2022-12-26 13:12:00,Sunday,17
1,f,1,5.258881915017028,4.646755966340937,5.258881915017028,4.646755966340937,0.04100000113248825,0.2481643175822727,4.935920285055698,0.0,0.6121259486760914,2022-12-27 15:31:19,2022-12-27 22:27:43,2022-12-28 06:12:47,Tuesday,22
1,d,2,12.755597167565313,5.258881915017028,7.496715252548284,4.646755966340937,0.0,0.08280718358995792,5.341689098606986,2.1583109013930137,0.0795224361382414,2022-12-28 06:12:47,2022-12-30 12:00:00,2022-12-30 11:55:16,Friday,12
2,e,1,8.705495197024034,8.455171585124344,8.705495197024034,8.455171585124344,0.04100000113248825,0.012403086373504806,1.5085746726303366,0.0,0.2503236118996894,2022-12-31 10:55:26,2022-12-24 12:12:20,2022-12-31 16:55:54,Saturday,12
3,f,1,18.543547324172465,16.2109182658154,18.543547324172465,16.2109182658154,0.04100000113248825,0.0527667479052073,2.3046850148530957,0.19531498514690426,2.137314073210161,2023-01-08 05:03:43,2022-12-25 12:00:00,2023-01-10 13:02:42,Sunday,12
3,d,2,37.26020693753657,18.543547324172465,18.716659613364108,16.2109182658154,0.04100000113248825,0.23336727539725557,4.81791460070221,0.0,0.173112289191644,2023-01-10 13:02:42,2022-12-27 19:37:47,2023-01-10 17:11:59,Tuesday,19
3,e,3,58.49012466716789,18.716659613364108,21.229917729631314,16.2109182658154,0.12300000339746475,0.34557646374477957,5.185236080506353,2.3147639194936467,0.19849419677355917,2023-01-10 17:11:59,2022-12-30 12:00:00,2023-01-13 05:31:04,Friday,12
3,b,4,80.89390584769504,21.229917729631314,22.403781180527155,16.2109182658154,0.0820000022649765,0.11138607197317221,0.4233038038694623,0.07669619613053769,1.0971672547653044,2023-01-13 05:31:04,2022-12-23 12:00:00,2023-01-14 09:41:26,Friday,12
3,f,5,103.7175589023706,22.403781180527155,22.823653054675564,16.2109182658154,0.0820000022649765,0.0433479018213631,1.5291290846134942,0.0,0.4198718741484105,2023-01-14 09:41:26,2022-12-24 12:41:56,2023-01-14 19:46:03,Saturday,12
3,c,6,126.90848122919509,22.823653054675564,23.19092232682449,16.2109182658154,0.04100000113248825,0.03706674489728498,1.9017198007053366,0.0,0.3672692721489272,2023-01-14 19:46:03,2022-12-24 21:38:28,2023-01-15 04:34:55,Saturday,21
3,e,7,150.36206437904116,23.19092232682449,23.453583149846057,16.2109182658154,0.0820000022649765,0.014449816329235747,2.287372145418704,0.21262785458129585,0.050032968440271094,2023-01-15 04:34:55,2022-12-25 12:00:00,2023-01-15 10:53:09,Sunday,12
3,f,8,174.37422197177236,23.453583149846057,24.012157592731203,16.2109182658154,0.0820000022649765,0.05062339635389084,2.5862065484649257,0.0,0.5585744428851454,2023-01-15 10:53:09,2022-12-25 14:04:08,2023-01-16 00:17:30,Sunday,14
3,b,9,198.874661026953,24.012157592731203,24.50043905518063,16.2109182658154,0.0820000022649765,0.028781067627923436,3.1229386626241045,0.37706133737589553,0.11122012507353264,2023-01-16 00:17:30,2022-12-26 12:00:00,2023-01-16 12:00:37,Monday,12
3,c,10,224.16276734431133,24.50043905518063,25.28810631735835,16.2109182658154,0.04100000113248825,0.016127812577699067,3.55756686889082,0.0,0.7876672621777177,2023-01-16 12:00:37,2022-12-26 13:22:53,2023-01-17 06:54:52,Monday,13
3,b,11,249.6863676450243,25.28810631735835,25.523600300712967,16.2109182658154,0.0820000022649765,0.09222525959921346,4.462331579222539,0.03766842077746091,0.19782556257715936,2023-01-17 06:54:52,2022-12-27 12:00:00,2023-01-17 12:33:59,Tuesday,12
3,c,12,275.4771103231553,25.523600300712967,25.790742678130986,16.2109182658154,0.04100000113248825,0.02080092693042409,4.585401228775879,0.0,0.26714237741801755,2023-01-17 12:33:59,2022-12-27 14:02:58,2023-01-17 18:58:40,Tuesday,14
3,c,13,302.2293062620514,25.790742678130986,26.752195938896108,16.2109182658154,0.0820000022649765,0.036129416760368065,4.90887209715633,0.0,0.9614532607651238,2023-01-17 18:58:40,2022-12-27 21:48:46,2023-01-18 18:03:09,Tuesday,21
3,b,14,330.6838984220606,26.752195938896108,28.4545921600092,16.2109182658154,0.04100000113248825,0.0217240282026866,5.814919968231283,1.6850800317687167,0.01731618934437556,2023-01-18 18:03:09,2022-12-30 12:00:00,2023-01-20 10:54:36,Friday,12
3,c,15,360.98622505855,28.4545921600092,30.302326636489376,16.2109182658154,0.12300000339746475,0.09933329964672534,0.6769254630533901,0.0,1.8477344764801755,2023-01-20 10:54:36,2022-12-23 16:14:46,2023-01-22 07:15:21,Friday,16
3,e,16,392.2530382024971,30.302326636489376,31.266813143947108,16.2109182658154,0.0820000022649765,0.20504231918943108,2.5893689579437833,0.0,0.9644865074577322,2023-01-22 07:15:21,2022-12-25 14:08:41,2023-01-23 06:24:12,Sunday,14
