caseid,activity,activity_no,y_acc_sum,n_t,u_t,z_t,h_t,b_t,q_t,s_t,v_t,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,c,1,3.337696591368456,2.855976649440956,3.337696591368456,2.855976649440956,0.12300000339746475,0.05285405586423287,3.0318307087026537,0.4681692912973463,0.01355065063015364,2022-12-25 20:32:36,2022-12-26 12:00:00,2022-12-26 08:06:16,Monday,12
0,e,2,6.68844962310151,3.337696591368456,3.3507530317330536,2.855976649440956,0.0,0.15459865975344603,3.4922952511219023,0.007704748878097689,0.0053516914864997775,2022-12-26 08:06:16,2022-12-26 12:00:00,2022-12-26 08:25:05,Monday,12
0,f,3,10.278741150904251,3.3507530317330536,3.590291527802741,2.855976649440956,0.04100000113248825,0.21369953028588531,3.6054525631514274,0.0,0.23953849606968747,2022-12-26 08:25:05,2022-12-26 14:31:51,2022-12-26 14:10:01,Monday,14
0,d,4,16.44907366925156,3.590291527802741,6.170332518347308,2.855976649440956,0.0,0.21447662447667154,3.804768152279413,0.0,2.5800409905445667,2022-12-26 14:10:01,2022-12-26 19:18:51,2022-12-29 04:05:16,Monday,19
0,k,5,24.245398104618964,6.170332518347308,7.796324435367405,2.855976649440956,0.0820000022649765,0.016539606310795388,6.26887212692308,1.23112787307692,0.39486404394317637,2022-12-29 04:05:16,2022-12-30 12:00:00,2022-12-30 19:06:42,Friday,12
1,c,1,4.285884491629808,3.019453910448009,4.285884491629808,3.019453910448009,0.0,0.041677081647734024,3.061130992095743,0.4388690079042572,0.827561573277542,2022-12-26 00:28:00,2022-12-26 12:00:00,2022-12-27 06:51:40,Monday,12
1,f,2,8.793679724924813,4.285884491629808,4.507795233295004,3.019453910448009,0.0820000022649765,0.028675482078287174,4.396559975973072,0.10344002402692798,0.11847071763826861,2022-12-27 06:51:40,2022-12-27 12:00:00,2022-12-27 12:11:13,Tuesday,12
1,h,3,14.14652017287962,4.507795233295004,5.352840447954808,3.019453910448009,0.0,0.02434815272957819,4.5321433860245826,0.0,0.8450452146598039,2022-12-27 12:11:13,2022-12-27 12:46:17,2022-12-28 08:28:05,Tuesday,12
1,k,4,21.630049845237977,5.352840447954808,7.483529672358357,3.019453910448009,0.04100000113248825,0.16990640866205955,5.563746857749356,1.936253142250644,0.19443608215290528,2022-12-28 08:28:05,2022-12-30 12:00:00,2022-12-30 11:36:16,Friday,12
2,c,1,4.004599307212437,3.512160006996817,4.004599307212437,3.512160006996817,0.0820000022649765,0.015366256907033539,3.609526266168827,0.0,0.49243930021561955,2022-12-26 12:17:30,2022-12-26 14:37:43,2022-12-27 00:06:37,Monday,14
2,h,2,8.602375162395802,4.004599307212437,4.5977758551833645,3.512160006996817,0.12300000339746475,0.13422507148529783,4.261824382095199,0.23817561790480113,0.3550009300661266,2022-12-27 00:06:37,2022-12-27 12:00:00,2022-12-27 14:20:47,Tuesday,12
2,k,3,14.980819572228668,4.5977758551833645,6.378444409832865,3.512160006996817,0.04100000113248825,0.06039874010332333,4.6991745964191765,0.0,1.780668554649501,2022-12-27 14:20:47,2022-12-27 16:46:48,2022-12-29 09:04:57,Tuesday,16
2,e,4,22.62644784987885,6.378444409832865,7.6456282776501805,3.512160006996817,0.0820000022649765,0.0352562572348851,6.495700669332727,1.0042993306672727,0.26288453715004195,2022-12-29 09:04:57,2022-12-30 12:00:00,2022-12-30 15:29:42,Friday,12
2,d,5,31.31056466006566,7.6456282776501805,8.684116810186808,3.512160006996817,0.0820000022649765,0.11180969693932077,0.8394379768544775,0.0,1.0384885325366267,2022-12-30 15:29:42,2022-12-23 20:08:47,2022-12-31 16:25:07,Friday,20
2,e,6,40.06907545362783,8.684116810186808,8.75851079356217,3.512160006996817,0.0820000022649765,0.11330205105731256,1.8794188635090965,0.0,0.07439398337536271,2022-12-31 16:25:07,2022-12-24 21:06:21,2022-12-31 18:12:15,Saturday,21
2,j,7,49.651582154201584,8.75851079356217,9.582506700573754,3.512160006996817,0.0820000022649765,0.1888399083598112,2.0293507041869585,0.4706492958130415,0.35334661119854255,2022-12-31 18:12:15,2022-12-25 12:00:00,2023-01-01 13:58:48,Sunday,12
3,j,1,7.71334412307156,5.0209315131905825,7.71334412307156,5.0209315131905825,0.0820000022649765,0.018428454586136404,5.121359970041695,2.378640029958305,0.3137725799226723,2022-12-28 00:30:08,2022-12-30 12:00:00,2022-12-30 17:07:12,Friday,12
4,j,1,7.319472925871641,6.038426608783113,7.319472925871641,6.038426608783113,0.04100000113248825,0.2356140447931769,6.3150406547087785,1.1849593452912215,0.09608697179730658,2022-12-29 00:55:20,2022-12-30 12:00:00,2022-12-30 07:40:02,Friday,12
4,h,2,15.660316816706047,7.319472925871641,8.340843890834407,6.038426608783113,0.0820000022649765,0.004069312672135841,0.405542240808753,0.09445775919124699,0.926913205771519,2022-12-30 07:40:02,2022-12-23 12:00:00,2022-12-31 08:10:48,Friday,12
4,g,3,24.848052412218088,8.340843890834407,9.187735595512043,6.038426608783113,0.12300000339746475,0.14115918873064787,1.6050030829625186,0.0,0.8468917046776357,2022-12-31 08:10:48,2022-12-24 14:31:12,2023-01-01 04:30:20,Saturday,14
5,e,1,10.595143983847784,6.04810155711551,10.595143983847784,6.04810155711551,0.0,0.17333856212163282,6.221440119237143,1.2785598807628569,3.2684825459694173,2022-12-29 01:09:15,2022-12-30 12:00:00,2023-01-02 14:17:00,Friday,12
5,f,2,21.389045474244305,10.595143983847784,10.79390149039652,6.04810155711551,0.04100000113248825,0.16495481862253267,3.8010988036028053,0.0,0.19875750654873547,2023-01-02 14:17:00,2022-12-26 19:13:34,2023-01-02 19:03:13,Monday,19
5,h,3,32.948459754281,10.79390149039652,11.55941428003669,6.04810155711551,0.04100000113248825,0.14304021723694008,3.9779417087659485,0.0,0.7655127896401692,2023-01-02 19:03:13,2022-12-26 23:28:14,2023-01-03 13:25:33,Monday,23
5,k,4,45.35219508716554,11.55941428003669,12.403735332884544,6.04810155711551,0.04100000113248825,0.1175004327802541,4.7179147139494315,0.0,0.8443210528478554,2023-01-03 13:25:33,2022-12-27 17:13:47,2023-01-04 09:41:22,Tuesday,17
