caseid,activity,activity_no,y_acc_sum,n_t,u_t,z_t,h_t,b_t,q_t,s_t,v_t,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,f,1,1.3990104083553196,1.1485419241037267,1.3990104083553196,1.1485419241037267,0.12300000339746475,0.004130130779552106,1.2756720582807435,0.22432794171925652,0.02614054253233645,2022-12-24 03:33:54,2022-12-24 12:00:00,2022-12-24 09:34:34,Saturday,12
0,c,2,3.178259041763307,1.3990104083553196,1.7792486334079878,1.1485419241037267,0.04100000113248825,0.05159685041182932,1.4916072598996373,0.008392740100362728,0.37184548495230535,2022-12-24 09:34:34,2022-12-24 12:00:00,2022-12-24 18:42:07,Saturday,12
0,b,3,5.175055564743351,1.7792486334079878,1.9967965229800435,1.1485419241037267,0.0820000022649765,0.06396040280103003,1.9252090384739944,0.0,0.2175478895720557,2022-12-24 18:42:07,2022-12-24 22:12:18,2022-12-24 23:55:23,Saturday,22
0,e,4,7.848865838103938,1.9967965229800435,2.6738102733605866,1.1485419241037267,0.0820000022649765,0.22174674757473378,2.3005432728197537,0.19945672718024632,0.4775570232002968,2022-12-24 23:55:23,2022-12-25 12:00:00,2022-12-25 16:10:17,Sunday,12
0,d,5,10.75008847590241,2.6738102733605866,2.901222637798473,1.1485419241037267,0.04100000113248825,0.27863614264030345,2.993446417133378,0.0,0.22741236443788612,2022-12-25 16:10:17,2022-12-25 23:50:33,2022-12-25 21:37:45,Sunday,23
1,f,1,4.240236424538626,3.7984124473643943,4.240236424538626,3.7984124473643943,0.04100000113248825,0.2195477011330395,4.058960149629922,0.4410398503700783,0.0007841268041534899,2022-12-26 19:09:42,2022-12-27 12:00:00,2022-12-27 05:45:56,Tuesday,12
1,c,2,9.226409855118794,4.240236424538626,4.986173430580168,3.7984124473643943,0.12300000339746475,0.013292544428874188,4.376528972364965,0.12347102763503504,0.6224659784065072,2022-12-27 05:45:56,2022-12-27 12:00:00,2022-12-27 23:40:05,Tuesday,12
1,b,3,16.66047288957441,4.986173430580168,7.434063034455618,3.7984124473643943,0.0820000022649765,0.08844906323780703,5.156622496082951,2.343377503917049,0.10451209995840151,2022-12-27 23:40:05,2022-12-30 12:00:00,2022-12-30 10:25:03,Friday,12
1,e,4,24.59582878301255,7.434063034455618,7.935355893438141,3.7984124473643943,0.0820000022649765,0.11907212608481337,0.6351351628054083,0.0,0.5012928589825231,2022-12-30 10:25:03,2022-12-23 15:14:35,2022-12-30 22:26:54,Friday,15
1,d,5,32.74628988657501,7.935355893438141,8.150461103562462,3.7984124473643943,0.0820000022649765,0.3450136544647133,1.3623695501678306,0.13763044983216943,0.07747476029215195,2022-12-30 22:26:54,2022-12-24 12:00:00,2022-12-31 03:36:39,Saturday,12
2,f,1,5.121380168420615,4.855859786002085,5.121380168420615,4.855859786002085,0.0,0.042065797523417665,4.897925583525503,0.0,0.26552038241852916,2022-12-27 20:32:26,2022-12-27 21:33:00,2022-12-28 02:54:47,Tuesday,21
2,c,2,12.746226581733417,5.121380168420615,7.624846413312802,4.855859786002085,0.0820000022649765,0.008374114353023184,5.211754285038614,2.288245714961386,0.21522052993080215,2022-12-28 02:54:47,2022-12-30 12:00:00,2022-12-30 14:59:46,Friday,12
2,b,3,22.258850697232948,7.624846413312802,9.51262411549953,4.855859786002085,0.0820000022649765,0.024455710831810674,0.7313021264095898,0.0,1.8877777021867277,2022-12-30 14:59:46,2022-12-23 17:33:04,2023-01-01 12:18:10,Friday,17
2,e,4,34.86879288137804,9.51262411549953,12.609942184145094,4.855859786002085,0.0,0.06916561817167713,2.581789733671208,0.0,3.0973180686455644,2023-01-01 12:18:10,2022-12-25 13:57:46,2023-01-04 14:38:19,Sunday,13
2,d,5,49.21161611791659,12.609942184145094,14.342823236538548,4.855859786002085,0.0820000022649765,0.15527458425791324,5.847216770667984,1.652783229332016,0.08009782306143852,2023-01-04 14:38:19,2022-12-30 12:00:00,2023-01-06 08:13:39,Friday,12
3,f,1,7.45443624456208,5.735005966968209,7.45443624456208,5.735005966968209,0.0820000022649765,0.40108903776113003,6.218095006994315,1.2819049930056847,0.4375252845881868,2022-12-28 17:38:24,2022-12-30 12:00:00,2022-12-30 10:54:23,Friday,12
3,c,2,15.299927643719407,7.45443624456208,7.845491399157326,5.735005966968209,0.04100000113248825,0.1519014015770466,0.6473376472716152,0.0,0.3910551545952455,2022-12-30 10:54:23,2022-12-23 15:32:09,2022-12-30 20:17:30,Friday,15
3,b,3,24.37654856498431,7.845491399157326,9.076620921264904,5.735005966968209,0.0820000022649765,0.18869227536108255,1.1161836767833844,0.38381632321661563,0.8473131988909616,2022-12-30 20:17:30,2022-12-24 12:00:00,2023-01-01 01:50:20,Saturday,12
3,e,4,34.148024265068905,9.076620921264904,9.771475700084594,5.735005966968209,0.04100000113248825,0.14591877072859089,2.263539693125983,0.23646030687401698,0.4583944719456727,2023-01-01 01:50:20,2022-12-25 12:00:00,2023-01-01 18:30:55,Sunday,12
3,d,5,44.17956210823271,9.771475700084594,10.031537843163802,5.735005966968209,0.04100000113248825,0.15491665878111255,2.967392359998195,0.0,0.26006214307920855,2023-01-01 18:30:55,2022-12-25 23:13:02,2023-01-02 00:45:24,Sunday,23
4,f,1,7.3276813001537695,6.95307008708316,7.3276813001537695,6.95307008708316,0.0820000022649765,0.21055302577311602,0.24562311512125223,0.25437688487874777,0.12023432819186208,2022-12-29 22:52:25,2022-12-23 12:00:00,2022-12-30 07:51:51,Friday,12
4,c,2,15.786961981512476,7.3276813001537695,8.459280681358706,6.95307008708316,0.12300000339746475,0.08680393689676541,0.5374852404479995,0.0,1.1315993812049359,2022-12-30 07:51:51,2022-12-23 12:53:58,2022-12-31 11:01:21,Friday,12
4,b,3,24.404287726104386,8.459280681358706,8.61732574459191,6.95307008708316,0.04100000113248825,0.07709879900909099,1.5773794815002855,0.0,0.15804506323320314,2022-12-31 11:01:21,2022-12-24 13:51:25,2022-12-31 14:48:56,Saturday,13
4,e,4,33.1655839174779,8.61732574459191,8.761296191373516,6.95307008708316,0.0820000022649765,0.03488364774850877,1.7342093946053936,0.0,0.14397044678160692,2022-12-31 14:48:56,2022-12-24 17:37:15,2022-12-31 18:16:15,Saturday,17
4,d,5,42.144438643462045,8.761296191373516,8.97885472598414,6.95307008708316,0.0820000022649765,0.06138567112870554,1.9046818647671984,0.0,0.21755853461062521,2022-12-31 18:16:15,2022-12-24 21:42:44,2022-12-31 23:29:33,Saturday,21
5,f,1,7.679900344803725,7.310474602668934,7.679900344803725,7.310474602668934,0.0820000022649765,0.03048038523316412,0.4229549901670744,0.07704500983292562,0.2923807323018663,2022-12-30 07:27:05,2022-12-23 12:00:00,2022-12-30 16:19:03,Friday,12
5,c,2,16.199648479127333,7.679900344803725,8.519748134323606,7.310474602668934,0.0820000022649765,0.3521763506026693,1.1140766976713703,0.3859233023286297,0.45392448719125067,2022-12-30 16:19:03,2022-12-24 12:00:00,2022-12-31 12:28:26,Saturday,12
5,b,3,25.967531508391648,8.519748134323606,9.767883029264315,7.310474602668934,0.04100000113248825,0.002696570665326333,1.5634447061214214,0.0,1.2481348949407078,2022-12-31 12:28:26,2022-12-24 13:31:21,2023-01-01 18:25:45,Saturday,13
5,e,4,37.22587683412303,9.767883029264315,11.258345325731376,7.310474602668934,0.0820000022649765,0.2332354363507642,3.0831184678800554,0.4168815321199446,1.073580764347117,2023-01-01 18:25:45,2022-12-26 12:00:00,2023-01-03 06:12:01,Monday,12
5,d,5,48.52379775512351,11.258345325731376,11.29792092100048,7.310474602668934,0.04100000113248825,0.27706178208599636,4.57640710894986,0.0,0.03957559526910524,2023-01-03 06:12:01,2022-12-27 13:50:01,2023-01-03 07:09:00,Tuesday,13
6,f,1,7.658290110757313,7.395796787510802,7.658290110757313,7.395796787510802,0.12300000339746475,0.05785471205627126,0.5766515029645385,0.0,0.26249332324651076,2022-12-30 09:29:56,2022-12-23 13:50:22,2022-12-30 15:47:56,Friday,13
6,c,2,15.341069090303506,7.658290110757313,7.682778979546193,7.395796787510802,0.04100000113248825,0.14442170904992696,0.8437118209397276,0.0,0.024488868788880652,2022-12-30 15:47:56,2022-12-23 20:14:56,2022-12-30 16:23:12,Friday,20
